com_name,N,continent,month
Red-legged Partridge,9,North America,jul2023
Noisy Miner,1,North America,jul2023
Boat-billed Flycatcher,21,North America,jul2023
Black-winged Stilt,11,North America,jul2023
White-breasted Waterhen,6,North America,jul2023
Montezuma Quail,15,North America,jul2023
Honey Bee,242,North America,jul2023
Southern Cricket Frog,10,North America,jul2023
Sooty Grouse,22,North America,jul2023
Whooper Swan,34,North America,jul2023
Large-billed Leaf Warbler,15,North America,jul2023
Spotted Pardalote,45,North America,jul2023
Black Vulture,220,North America,jul2023
Yellow-margined Flycatcher,1,North America,jul2023
Yellow-rumped Tinkerbird,2,North America,jul2023
Meadow Bunting,72,North America,jul2023
Eurasian Jay,147,North America,jul2023
Ruddy Shelduck,34,North America,jul2023
Buff-spotted Flufftail,28,North America,jul2023
Plumbeous Vireo,29,North America,jul2023
Scott's Oriole,52,North America,jul2023
Spotted Dove,260,North America,jul2023
White-crested Tyrannulet,9,North America,jul2023
Silver-throated Tit,3,North America,jul2023
Crested Lark,7,North America,jul2023
Wood Lark,13,North America,jul2023
Southern Boobook,80,North America,jul2023
Common Cuckoo,65,North America,jul2023
Plumbeous Pigeon,2,North America,jul2023
Green Honeycreeper,90,North America,jul2023
Cirl Bunting,172,North America,jul2023
Black-headed Trogon,5,North America,jul2023
Smooth-billed Ani,14,North America,jul2023
Black-winged Kite,17,North America,jul2023
Collared Trogon,5,North America,jul2023
Burrowing Owl,8,North America,jul2023
Sage Thrasher,4,North America,jul2023
Black-headed Gull,37,North America,jul2023
Gray-fronted Dove,10,North America,jul2023
Scaled Antpitta,1,North America,jul2023
Red-legged Honeycreeper,74,North America,jul2023
Eurasian Bullfinch,84,North America,jul2023
Common Murre,3,North America,jul2023
Human non-vocal,301,North America,jul2023
Shiny Cowbird,117,North America,jul2023
Razorbill,12,North America,jul2023
Red-browed Firetail,10,North America,jul2023
Lesser Redpoll,27,North America,jul2023
Australian Raven,14,North America,jul2023
Pink-footed Goose,38,North America,jul2023
Water Rail,78,North America,jul2023
Long-tailed Duck,7,North America,jul2023
Tawny Owl,1143,North America,jul2023
Green Sandpiper,20,North America,jul2023
Common Virtuoso Katydid,285,North America,jul2023
Solitary Sandpiper,427,North America,jul2023
Collared Forest-Falcon,74,North America,jul2023
Golden-fronted Woodpecker,44,North America,jul2023
Streaked Rosefinch,10,North America,jul2023
Brown-throated Sunbird,20,North America,jul2023
Song Thrush,1164,North America,jul2023
Montezuma Oropendola,26,North America,jul2023
European Robin,436,North America,jul2023
Yellow-throated Bunting,73,North America,jul2023
Common Firecrest,54,North America,jul2023
Greater Antillean Bullfinch,59,North America,jul2023
Dusky-faced Tanager,23,North America,jul2023
Torrent Tyrannulet,6,North America,jul2023
White-crested Elaenia,46,North America,jul2023
Red-flanked Bluetail,9,North America,jul2023
Common Chlorospingus,72,North America,jul2023
Mountain Velvetbreast,8,North America,jul2023
Bay-headed Tanager,20,North America,jul2023
Crimson Sunbird,22,North America,jul2023
Plaintive Cuckoo,7,North America,jul2023
Brambling,424,North America,jul2023
Oriental Magpie-Robin,28,North America,jul2023
Yellow Thornbill,30,North America,jul2023
Ridgway's Rail,24,North America,jul2023
Eurasian Curlew,82,North America,jul2023
Ruddy Ground Dove,27,North America,jul2023
Indian Scimitar-Babbler,9,North America,jul2023
Palm Crow,6,North America,jul2023
Hermit Warbler,20,North America,jul2023
Least Tern,1,North America,jul2023
Eurasian Green Woodpecker,47,North America,jul2023
Eared Grebe,10,North America,jul2023
Ruddy Duck,8,North America,jul2023
Red-rumped Swallow,44,North America,jul2023
Rock Bunting,13,North America,jul2023
Silvereye,49,North America,jul2023
Juniper Titmouse,24,North America,jul2023
Hawfinch,127,North America,jul2023
Spotted Crake,208,North America,jul2023
Azara's Spinetail,5,North America,jul2023
Thick-billed Parrot,6,North America,jul2023
Gray Kingbird,301,North America,jul2023
New Holland Honeyeater,14,North America,jul2023
Northern Beardless-Tyrannulet,22,North America,jul2023
White-eared Ground-Sparrow,77,North America,jul2023
Kamchatka Leaf Warbler,24,North America,jul2023
Ringed Kingfisher,13,North America,jul2023
Eurasian Wren,91,North America,jul2023
Nelson's Sparrow,60,North America,jul2023
Spotted Chorus Frog,126,North America,jul2023
White-browed Gnatcatcher,16,North America,jul2023
Scaly-breasted Hummingbird,44,North America,jul2023
Goldcrest,205,North America,jul2023
White-bearded Manakin,24,North America,jul2023
Green Treefrog,25,North America,jul2023
Sooty Tern,2,North America,jul2023
Chestnut-capped Brushfinch,70,North America,jul2023
Eurasian Scops-Owl,457,North America,jul2023
Barking Owl,36,North America,jul2023
Japanese Bush Warbler,55,North America,jul2023
Little Bittern,41,North America,jul2023
Black Woodpecker,23,North America,jul2023
Small Buttonquail,21,North America,jul2023
Eurasian Eagle-Owl,192,North America,jul2023
Rook,184,North America,jul2023
Common House-Martin,457,North America,jul2023
Plain-breasted Ground Dove,1,North America,jul2023
Yellow-legged Gull,20,North America,jul2023
Ural Owl,31,North America,jul2023
Agile Meadow Katydid,12,North America,jul2023
Eurasian Woodcock,80,North America,jul2023
Pacific Wren,628,North America,jul2023
Common Snipe,9,North America,jul2023
Eurasian Thick-knee,20,North America,jul2023
Sharp-tailed Grouse,30,North America,jul2023
Common Nightingale,3,North America,jul2023
Sedge Wren,72,North America,jul2023
Cape May Warbler,77,North America,jul2023
Tricolored Heron,31,North America,jul2023
Gray-breasted Crake,11,North America,jul2023
Scissor-tailed Flycatcher,177,North America,jul2023
Little Ringed Plover,76,North America,jul2023
Scale-crested Pygmy-Tyrant,25,North America,jul2023
Whooping Crane,61,North America,jul2023
Eurasian Nightjar,57,North America,jul2023
Flavescent Warbler,23,North America,jul2023
Large-billed Crow,51,North America,jul2023
Colima Warbler,6,North America,jul2023
Audubon's Warbler,88,North America,jul2023
Prairie Warbler,35,North America,jul2023
Greater Scaup,1,North America,jul2023
Red-throated Loon,5,North America,jul2023
Sulphur-bellied Tyrannulet,2,North America,jul2023
Chihuahuan Raven,201,North America,jul2023
Sharp-shinned Hawk,22,North America,jul2023
Painted Redstart,34,North America,jul2023
Gray-hooded Sierra-Finch,68,North America,jul2023
Green Warbler,9,North America,jul2023
Egyptian Goose,59,North America,jul2023
Bull-headed Shrike,2,North America,jul2023
White-necked Raven,148,North America,jul2023
Torresian Crow,27,North America,jul2023
Eurasian Jackdaw,32,North America,jul2023
Thick-billed Kingbird,5,North America,jul2023
Black-naped Oriole,43,North America,jul2023
Long-billed Curlew,10,North America,jul2023
Daurian Starling,16,North America,jul2023
Gray-headed Woodpecker,11,North America,jul2023
Bonaparte's Gull,25,North America,jul2023
Grassland Yellow-Finch,6,North America,jul2023
White Ibis,50,North America,jul2023
Varied Bunting,1,North America,jul2023
Vernal Hanging-Parrot,51,North America,jul2023
Short-crested Flycatcher,10,North America,jul2023
White-headed Woodpecker,97,North America,jul2023
Black Drongo,18,North America,jul2023
Florida Scrub-Jay,68,North America,jul2023
Jungle Babbler,6,North America,jul2023
Superb Lyrebird,1,North America,jul2023
Barred Antshrike,4,North America,jul2023
Tawny-chested Flycatcher,5530,North America,jul2023
Rufous-capped Antthrush,3,North America,jul2023
Stripe-throated Hermit,89,North America,jul2023
Bicolored Conebill,16,North America,jul2023
Pallas's Leaf Warbler,31,North America,jul2023
Streak-backed Oriole,24,North America,jul2023
Eurasian Oystercatcher,21,North America,jul2023
Eurasian Golden Oriole,61,North America,jul2023
Slaty Finch,4,North America,jul2023
American Three-toed Woodpecker,85,North America,jul2023
Orange-chinned Parakeet,13,North America,jul2023
Northern Pygmy-Owl,205,North America,jul2023
Common Wood-Pigeon,75,North America,jul2023
Amur Falcon,1,North America,jul2023
Hume's Warbler,12,North America,jul2023
Tyrian Metaltail,5,North America,jul2023
White-browed Warbler,38,North America,jul2023
American Wigeon,14,North America,jul2023
Crescent Honeyeater,5,North America,jul2023
Parrot Crossbill,27,North America,jul2023
Short-tailed Hawk,1,North America,jul2023
Gray-headed Tody-Flycatcher,16,North America,jul2023
Thorn-tailed Rayadito,6,North America,jul2023
Little Raven,43,North America,jul2023
Yellow-rumped Flycatcher,2,North America,jul2023
Rufous-browed Peppershrike,6,North America,jul2023
Masked Flowerpiercer,14,North America,jul2023
Common Diuca-Finch,5,North America,jul2023
Spectacled Parrotlet,15,North America,jul2023
Tamaulipas Pygmy-Owl,3,North America,jul2023
Stubble Quail,1,North America,jul2023
South Island Robin,6,North America,jul2023
Ring Ouzel,1,North America,jul2023
Chalk-browed Mockingbird,9,North America,jul2023
Russet-backed Oropendola,1,North America,jul2023
Rock Sparrow,68,North America,jul2023
Orange-billed Sparrow,62,North America,jul2023
Golden Swallow,10,North America,jul2023
White-browed Wagtail,14,North America,jul2023
Yellow-eyed Junco,108,North America,jul2023
Band-tailed Seedeater,2,North America,jul2023
Stock Dove,12,North America,jul2023
White-browed Scrubwren,63,North America,jul2023
Tawny-crested Tanager,12,North America,jul2023
Rosy Starling,11,North America,jul2023
Melodious Blackbird,73,North America,jul2023
Willow Warbler,10,North America,jul2023
White-faced Ground-Sparrow,5,North America,jul2023
Common Kingfisher,44,North America,jul2023
Plain-colored Tanager,195,North America,jul2023
Blue-and-white Swallow,3,North America,jul2023
Reed Bunting,13,North America,jul2023
Common Waxbill,16,North America,jul2023
Snow Bunting,7,North America,jul2023
Spruce Grouse,40,North America,jul2023
Coal Tit,17,North America,jul2023
Island Scrub-Jay,25,North America,jul2023
Vermilion Flycatcher,11,North America,jul2023
Baya Weaver,10,North America,jul2023
Black-capped Warbling-Finch,2,North America,jul2023
Fulvous Owl,2,North America,jul2023
Andean Motmot,7,North America,jul2023
Spotted Tody-Flycatcher,133,North America,jul2023
Golden-hooded Tanager,3,North America,jul2023
Glittering-bellied Emerald,1,North America,jul2023
Asian Stubtail,21,North America,jul2023
Mediterranean Gull,5,North America,jul2023
Green-backed Sparrow,32,North America,jul2023
Lemon-browed Flycatcher,8,North America,jul2023
Tambourine Dove,4,North America,jul2023
Tawny Grassbird,3,North America,jul2023
Chestnut-capped Warbler,10,North America,jul2023
Rufous Whistler,7,North America,jul2023
Common Chaffinch,38,North America,jul2023
Cackling Goose,12,North America,jul2023
Twite,39,North America,jul2023
Red-breasted Sapsucker,8,North America,jul2023
White-tipped Dove,82,North America,jul2023
Fowler's Toad,5,North America,jul2023
Eurasian Wigeon,26,North America,jul2023
White-bellied Sea-Eagle,1,North America,jul2023
Elegant Trogon,56,North America,jul2023
Eurasian Coot,92,North America,jul2023
Little Blue Heron,245,North America,jul2023
Common Ringed Plover,13,North America,jul2023
Greater White-fronted Goose,99,North America,jul2023
Little Grass Frog,1007,North America,jul2023
Pied Avocet,3,North America,jul2023
Squirrel Treefrog,2,North America,jul2023
Large Hawk-Cuckoo,1,North America,jul2023
Western Capercaillie,11,North America,jul2023
Northern Pygmy Owl,3,North America,jul2023
Stork-billed Kingfisher,3,North America,jul2023
Barred Forest-Falcon,4,North America,jul2023
Moustached Babbler,1,North America,jul2023
Common Buzzard,21,North America,jul2023
Scissor-tailed Nightjar,37,North America,jul2023
White-bellied Treepie,3,North America,jul2023
Lewis's Woodpecker,38,North America,jul2023
Rose-throated Becard,7,North America,jul2023
Gray-crowned Warbler,1,North America,jul2023
Scarlet Myzomela,21,North America,jul2023
Spix's Spinetail,4,North America,jul2023
Wandering Tattler,3,North America,jul2023
Western Bonelli's Warbler,19,North America,jul2023
Yellow-billed Babbler,8,North America,jul2023
Black-crowned Pitta,82,North America,jul2023
Russet-crowned Warbler,4,North America,jul2023
Choco Tyrannulet,5,North America,jul2023
Black-headed Siskin,11,North America,jul2023
Silver-throated Tanager,8,North America,jul2023
Black-naped Monarch,34,North America,jul2023
Black Skimmer,7,North America,jul2023
Small-billed Elaenia,2,North America,jul2023
Glistening-green Tanager,27,North America,jul2023
Vinous-throated Parrotbill,18,North America,jul2023
Scaly-throated Foliage-gleaner,1,North America,jul2023
Little Swift,12,North America,jul2023
Tawny-bellied Hermit,4,North America,jul2023
Mexican Black Howler Monkey,76,North America,jul2023
Crested Barbet,11,North America,jul2023
Indian Silverbill,3,North America,jul2023
Chestnut-crowned Becard,12,North America,jul2023
Yellow-winged Tanager,13,North America,jul2023
White-eared Hummingbird,28,North America,jul2023
Brown-backed Needletail,2,North America,jul2023
Loten's Sunbird,2,North America,jul2023
Streak-headed Antbird,15,North America,jul2023
Golden-fronted Leafbird,2,North America,jul2023
La Sagra's Flycatcher,18,North America,jul2023
Slaty Flowerpiercer,143,North America,jul2023
Cinnamon-bellied Flowerpiercer,16,North America,jul2023
Rusty-margined Guan,2,North America,jul2023
Pine Flycatcher,99,North America,jul2023
Pacific Swallow,48,North America,jul2023
Asian Emerald Dove,8,North America,jul2023
Palm Tanager,19,North America,jul2023
Sooty-fronted Spinetail,11,North America,jul2023
Green-tailed Sunbird,8,North America,jul2023
Little Egret,9,North America,jul2023
Red-naped Sapsucker,17,North America,jul2023
Collared Pratincole,1,North America,jul2023
Brown Shrike,32,North America,jul2023
Common Redstart,2,North America,jul2023
Heermann's Gull,14,North America,jul2023
Gray Partridge,25,North America,jul2023
Chestnut-headed Oropendola,6,North America,jul2023
Black Swan,2,North America,jul2023
Fire-fronted Serin,1,North America,jul2023
Iiwi,50,North America,jul2023
White-throated Quail-Dove,30,North America,jul2023
Eurasian Blackcap,15,North America,jul2023
Zenaida Dove,24,North America,jul2023
Philippine Pied-Fantail,2,North America,jul2023
Esmeraldas Antbird,42,North America,jul2023
Olive Sunbird,12,North America,jul2023
Rose-ringed Parakeet,6,North America,jul2023
American Oystercatcher,5,North America,jul2023
Neotropic Cormorant,23,North America,jul2023
European Honey-buzzard,26,North America,jul2023
Flammulated Pygmy-Tyrant,4,North America,jul2023
Iberian Magpie,17,North America,jul2023
Northern Boobook,7,North America,jul2023
Gray-bellied Tesia,5,North America,jul2023
Flame-throated Warbler,1,North America,jul2023
Great Swallow-tailed Swift,50,North America,jul2023
Cape Grassbird,2,North America,jul2023
Red Wattlebird,6,North America,jul2023
Himalayan Black-lored Tit,613,North America,jul2023
Blue Ground Dove,38,North America,jul2023
Eurasian Hoopoe,33,North America,jul2023
Lesson's Motmot,23,North America,jul2023
Eared Quetzal,865,North America,jul2023
Black Rail,9,North America,jul2023
Cuban Solitaire,9,North America,jul2023
Blue-black Grassquit,39,North America,jul2023
Eurasian Dotterel,4,North America,jul2023
European Golden-Plover,38,North America,jul2023
Bay Antpitta,2,North America,jul2023
Olivaceous Woodcreeper,2,North America,jul2023
Sandwich Tern,57,North America,jul2023
Arizona Toad,466,North America,jul2023
Orange-billed Nightingale-Thrush,7,North America,jul2023
Gray-legged Tinamou,1,North America,jul2023
Pallid Dove,1,North America,jul2023
Brazilian Tinamou,1,North America,jul2023
White-naped Brushfinch,59,North America,jul2023
Yellow-breasted Flycatcher,16,North America,jul2023
Bendire's Thrasher,3,North America,jul2023
Taiwan Whistling-Thrush,1,North America,jul2023
Squamate Antbird,2,North America,jul2023
Plumbeous Redstart,16,North America,jul2023
Des Murs's Wiretail,5,North America,jul2023
Fieldfare,32,North America,jul2023
Seaside Sparrow,30,North America,jul2023
Broad-billed Hummingbird,19,North America,jul2023
Lilac-crowned Parrot,2,North America,jul2023
Plumbeous Ibis,9,North America,jul2023
White-breasted Wood-Wren,1,North America,jul2023
Laughing Falcon,3,North America,jul2023
Antillean Nighthawk,97,North America,jul2023
Lesser Greenlet,3,North America,jul2023
Scrub Greenlet,1,North America,jul2023
Northern Goshawk,27,North America,jul2023
White-tailed Eagle,2,North America,jul2023
Croaking Ground Dove,3,North America,jul2023
Indian Paradise-Flycatcher,15,North America,jul2023
Ashy Prinia,5,North America,jul2023
Green-striped Brushfinch,15,North America,jul2023
Asian Brown Flycatcher,18,North America,jul2023
Sri Lanka Hanging-Parrot,5,North America,jul2023
Buff-breasted Flycatcher,10,North America,jul2023
Red-rumped Woodpecker,11,North America,jul2023
Spectacled Bulbul,3,North America,jul2023
Iberian Chiffchaff,16,North America,jul2023
Rufous Treepie,12,North America,jul2023
Blue Bunting,3,North America,jul2023
Black-headed Saltator,6,North America,jul2023
Black-capped Hemispingus,25,North America,jul2023
Collared Aracari,3,North America,jul2023
Greenish Warbler,16,North America,jul2023
Shining Bronze-Cuckoo,4,North America,jul2023
Elegant Euphonia,29,North America,jul2023
Brown Cuckoo-Dove,3,North America,jul2023
Zitting Cisticola,18,North America,jul2023
Andean Flicker,1,North America,jul2023
Sooty-capped Chlorospingus,93,North America,jul2023
Ornate Flycatcher,2,North America,jul2023
Brown-backed Solitaire,31,North America,jul2023
Superb Parrot,3,North America,jul2023
Golden-faced Tyrannulet,3,North America,jul2023
Brown Gerygone,8,North America,jul2023
White-throated Fantail,2,North America,jul2023
Mountain Tailorbird,1,North America,jul2023
Common Woodshrike,1,North America,jul2023
Baillon's Crake,2,North America,jul2023
Red-crested Pochard,5,North America,jul2023
Spotless Starling,33,North America,jul2023
Chestnut-breasted Coronet,5,North America,jul2023
Chilean Pigeon,4,North America,jul2023
Ashy Minivet,228,North America,jul2023
Clark's Grebe,4,North America,jul2023
Velvet-purple Coronet,17,North America,jul2023
Curl-crested Jay,1,North America,jul2023
Golden-headed Cisticola,4,North America,jul2023
Clay-colored Thrush,29,North America,jul2023
Ashy-throated Chlorospingus,25,North America,jul2023
Marcapata Spinetail,2,North America,jul2023
Orange-banded Flycatcher,6,North America,jul2023
Andean Swift,5,North America,jul2023
Red-crowned Ant-Tanager,3,North America,jul2023
Broad-billed Motmot,5,North America,jul2023
Lowland White-eye,30,North America,jul2023
Channel-billed Toucan,2,North America,jul2023
Red-tailed Tropicbird,5,North America,jul2023
New Zealand Bellbird,22,North America,jul2023
Pink-headed Warbler,9,North America,jul2023
Green-headed Tanager,4,North America,jul2023
Wine-throated Hummingbird,1,North America,jul2023
Scaled Quail,1,North America,jul2023
Spot-tailed Nightjar,1,North America,jul2023
Mourning Collared-Dove,4,North America,jul2023
Victorin's Warbler,136,North America,jul2023
Madagascar Nightjar,37,North America,jul2023
Greater Flameback,2,North America,jul2023
Cuban Parrot,1,North America,jul2023
Greater Angle-wing,7,North America,jul2023
Bicolored Antpitta,30,North America,jul2023
Yellow-browed Warbler,12,North America,jul2023
Choco Toucan,1,North America,jul2023
Whitehead,3,North America,jul2023
Black-throated Antbird,1,North America,jul2023
Citrine Wagtail,1,North America,jul2023
Gray-chested Dove,2,North America,jul2023
Austral Pygmy-Owl,6,North America,jul2023
Saltmarsh Sparrow,7,North America,jul2023
Maui Alauahio,9,North America,jul2023
Tropical Screech-Owl,59,North America,jul2023
Bearded Bellbird,3,North America,jul2023
Black-faced Ibis,2,North America,jul2023
Black-throated Sunbird,1,North America,jul2023
White-eared Myza,4,North America,jul2023
Azure Jay,2,North America,jul2023
Brown Jay,4,North America,jul2023
Great Thrush,7,North America,jul2023
Elf Owl,26,North America,jul2023
Golden-winged Parakeet,2,North America,jul2023
White's Thrush,5,North America,jul2023
Great Black Hawk,3,North America,jul2023
Pavonine Cuckoo,12,North America,jul2023
Common Iora,1,North America,jul2023
Rusty-breasted Wren-Babbler,1,North America,jul2023
Little Grassbird,13,North America,jul2023
Baird's Sparrow,2,North America,jul2023
Pearly-vented Tody-Tyrant,5,North America,jul2023
Black-collared Hawk,2,North America,jul2023
Puaiohi,32,North America,jul2023
Red-hooded Tanager,2,North America,jul2023
Barnacle Goose,45,North America,jul2023
Snail Kite,58,North America,jul2023
Fall Field Cricket,558,North America,jul2023
Cyprus Scops Owl,1,North America,jul2023
European Bee-eater,11,North America,jul2023
Tawny Antpitta,3,North America,jul2023
Southeastern Field Cricket,588,North America,jul2023
Green Kingfisher,5,North America,jul2023
Buff-breasted Wren,4,North America,jul2023
Buff-collared Nightjar,7,North America,jul2023
White-collared Manakin,6,North America,jul2023
Collared Flycatcher,6,North America,jul2023
Owston's Tit,1,North America,jul2023
Eurasian Treecreeper,46,North America,jul2023
Common Black Hawk,11,North America,jul2023
White-throated Kingfisher,7,North America,jul2023
Red-masked Parakeet,2,North America,jul2023
Glossy-black Thrush,3,North America,jul2023
Mottled Duck,9,North America,jul2023
African Penguin,10,North America,jul2023
Tristram's Bunting,29,North America,jul2023
Little Bunting,56,North America,jul2023
Chestnut-breasted Chlorophonia,1,North America,jul2023
Golden-collared Manakin,1,North America,jul2023
Syrian Woodpecker,6,North America,jul2023
Yemen Thrush,1,North America,jul2023
White-throated Shrike-Tanager,2,North America,jul2023
Middle Spotted Woodpecker,6,North America,jul2023
Bronzed Cowbird,17,North America,jul2023
Military Macaw,6,North America,jul2023
Canyon Treefrog,8,North America,jul2023
White-throated Tyrannulet,7,North America,jul2023
Golden-crowned Warbler,40,North America,jul2023
Strong-billed Woodcreeper,1,North America,jul2023
Swainson's Hawk,1545,North America,jul2023
Masked Tanager,1,North America,jul2023
American Toad,9,North America,jul2023
Royal Tern,10,North America,jul2023
Red-necked Tanager,1,North America,jul2023
Black-billed Thrush,3,North America,jul2023
Greater Whitethroat,4,North America,jul2023
White-throated Jay,1,North America,jul2023
Azure-winged Magpie,31,North America,jul2023
Ochre-bellied Flycatcher,3,North America,jul2023
Pipipi,15,North America,jul2023
Plain Xenops,6,North America,jul2023
Stitchbird,5,North America,jul2023
Eurasian Tree Sparrow,249,North America,jul2023
Paddyfield Pipit,3,North America,jul2023
Yellow-browed Bulbul,4,North America,jul2023
Dull-colored Grassquit,5,North America,jul2023
New Zealand Fantail,36,North America,jul2023
Upland Sandpiper,54,North America,jul2023
Yellow-browed Tody-Flycatcher,1,North America,jul2023
Red-billed Chough,12,North America,jul2023
Toco Toucan,12,North America,jul2023
Guira Tanager,5,North America,jul2023
Japanese Wagtail,1,North America,jul2023
Helmeted Hornbill,17,North America,jul2023
Azure-rumped Tanager,1,North America,jul2023
Slate-crowned Antpitta,2,North America,jul2023
Scaled Antbird,8,North America,jul2023
Ornate Stipplethroat,2,North America,jul2023
Eastern Chipmunk,105,North America,jul2023
Indian Gray Hornbill,12,North America,jul2023
Black-backed Bush Tanager,3,North America,jul2023
Chinese Penduline-Tit,19,North America,jul2023
Hawaii Amakihi,163,North America,jul2023
Indian Blue Robin,6,North America,jul2023
Streaked Xenops,3,North America,jul2023
White-chinned Thistletail,5,North America,jul2023
Sichuan Leaf Warbler,1,North America,jul2023
Fulvous Whistling-Duck,3,North America,jul2023
Red-billed Tropicbird,1,North America,jul2023
Purple Sunbird,5,North America,jul2023
Indian Pitta,7,North America,jul2023
Pale-vented Pigeon,2,North America,jul2023
Variegated Flycatcher,7,North America,jul2023
Brown-eared Bulbul,10,North America,jul2023
Sulphur-crested Cockatoo,6,North America,jul2023
Rufous-browed Wren,19,North America,jul2023
Oilbird,12,North America,jul2023
Chilean Mockingbird,3,North America,jul2023
Lanceolated Monklet,1,North America,jul2023
Red-faced Warbler,6,North America,jul2023
Bufflehead,11,North America,jul2023
Sooty Thrush,8,North America,jul2023
Red-throated Caracara,6,North America,jul2023
Glossy Ibis,5,North America,jul2023
Great Cormorant,10,North America,jul2023
Forest Raven,5,North America,jul2023
Little Owl,51,North America,jul2023
Striped Woodhaunter,8,North America,jul2023
Streaked Flycatcher,11,North America,jul2023
Black-capped Gnatcatcher,4,North America,jul2023
Bornean Stubtail,118,North America,jul2023
Plain Chachalaca,4,North America,jul2023
Spotted Jewel-babbler,1,North America,jul2023
Bright-rumped Attila,4,North America,jul2023
Bianchi's Warbler,1,North America,jul2023
Puerto Rican Vireo,2,North America,jul2023
Eurasian Penduline-Tit,179,North America,jul2023
Brown Thornbill,9,North America,jul2023
Southern Double-collared Sunbird,3,North America,jul2023
Cinereous Conebill,4,North America,jul2023
Yellow-throated Sparrow,1,North America,jul2023
Eurasian Nutcracker,15,North America,jul2023
Rufous-capped Brushfinch,2,North America,jul2023
Streak-breasted Treehunter,1,North America,jul2023
Black-throated Thrush,7,North America,jul2023
Marbled Murrelet,9,North America,jul2023
Scarlet Macaw,23,North America,jul2023
Mottled Owl,10,North America,jul2023
Cook's Petrel,2,North America,jul2023
Short-tailed Scimitar-Babbler,1,North America,jul2023
Pygmy Cupwing,12,North America,jul2023
Short-billed Dowitcher,52,North America,jul2023
Tufted Flycatcher,5,North America,jul2023
Swift Parrot,5,North America,jul2023
Long-tailed Sibia,1,North America,jul2023
Short-winged Meadow Katydid,4,North America,jul2023
Rusty-margined Flycatcher,5,North America,jul2023
Thick-billed Saltator,21,North America,jul2023
Rufous-banded Owl,27,North America,jul2023
White-tailed Trogon,7,North America,jul2023
Slaty-backed Nightingale-Thrush,4,North America,jul2023
Long-tailed Silky-flycatcher,2,North America,jul2023
White-sided Flowerpiercer,4,North America,jul2023
Swynnerton's Robin,3,North America,jul2023
White-banded Tyrannulet,8,North America,jul2023
Spot-breasted Fantail,3,North America,jul2023
Cinnamon Flycatcher,4,North America,jul2023
Cave Swallow,26,North America,jul2023
Cinnamon Hummingbird,14,North America,jul2023
Patagonian Tyrant,2,North America,jul2023
Thick-billed Warbler,8,North America,jul2023
Variegated Fairywren,2,North America,jul2023
Jumping Bush Cricket,803,North America,jul2023
White-cheeked Honeyeater,7,North America,jul2023
Blackhorned Tree Cricket,129,North America,jul2023
Ultramarine Grosbeak,18,North America,jul2023
Nilgiri Flowerpecker,6,North America,jul2023
Black Jacobin,1,North America,jul2023
Chestnut-winged Cuckoo,2,North America,jul2023
Thick-billed Vireo,2,North America,jul2023
Carolina Ground Cricket,6811,North America,jul2023
Southern Chorus Frog,102,North America,jul2023
Gray-headed Bushshrike,10,North America,jul2023
Cuban Ground Cricket,1,North America,jul2023
Micronesian Myzomela,3,North America,jul2023
Mrs. Gould's Sunbird,4,North America,jul2023
Morrison's Fulvetta,6,North America,jul2023
Common Myna,14,North America,jul2023
Azure-crowned Hummingbird,4,North America,jul2023
Indian Peafowl,35,North America,jul2023
Unicolored Jay,81,North America,jul2023
Saffron Finch,24,North America,jul2023
Slate-colored Seedeater,17,North America,jul2023
Swallow-tailed Hummingbird,1,North America,jul2023
Yellow-billed Magpie,5,North America,jul2023
Eastern Chat-Tanager,4,North America,jul2023
Spanish Sparrow,18,North America,jul2023
Sombre Greenbul,7,North America,jul2023
Taiwan Blue-Magpie,25,North America,jul2023
Pied Crow,272,North America,jul2023
Brown-bellied Swallow,1,North America,jul2023
Sulphury Flycatcher,1,North America,jul2023
Inca Flycatcher,3,North America,jul2023
Light-vented Bulbul,19,North America,jul2023
Turquoise Tanager,18,North America,jul2023
Chestnut-bellied Flowerpiercer,124,North America,jul2023
Antillean Euphonia,2,North America,jul2023
Olive-backed Pipit,23,North America,jul2023
Long-tailed Shrike,3,North America,jul2023
Ryukyu Scops-Owl,9,North America,jul2023
Savanna Nightjar,80,North America,jul2023
Pale-billed Antpitta,1,North America,jul2023
Crimson-rumped Toucanet,4,North America,jul2023
Squirrel Cuckoo,2,North America,jul2023
Silver-beaked Tanager,9,North America,jul2023
Rufous Babbler,5,North America,jul2023
Asian Glossy Starling,19,North America,jul2023
Buff-winged Cinclodes,1,North America,jul2023
Southern Hill Myna,11,North America,jul2023
Yellow-headed Caracara,7,North America,jul2023
Spot-backed Antbird,2,North America,jul2023
Giant Hummingbird,11,North America,jul2023
Chestnut-vented Nuthatch,4,North America,jul2023
Golden-crowned Tanager,304,North America,jul2023
Southern Caracara,4,North America,jul2023
Striated Pardalote,3,North America,jul2023
Iberian Green Woodpecker,13,North America,jul2023
Malaysian Plover,4,North America,jul2023
White-winged Grosbeak,1,North America,jul2023
Plain-capped Starthroat,1,North America,jul2023
Taiga Flycatcher,113,North America,jul2023
Pearled Treerunner,9,North America,jul2023
Marbled Godwit,2,North America,jul2023
Costa Rican Warbler,41,North America,jul2023
Lesser Coucal,10,North America,jul2023
Lapland Longspur,14,North America,jul2023
Great Plains Narrow-mouthed Toad,2,North America,jul2023
White-browed Spinetail,3,North America,jul2023
