com_name,N,continent,month
Red-legged Thrush,4,North America,feb2024
American Bittern,4,North America,feb2024
Zitting Cisticola,1,North America,feb2024
Tropical Mockingbird,2,North America,feb2024
Green Shrike-Vireo,53,North America,feb2024
Eurasian Treecreeper,7,North America,feb2024
Common Tern,2,North America,feb2024
Olive-backed Woodpecker,68,North America,feb2024
Black-billed Cuckoo,2,North America,feb2024
Plumbeous Hawk,3,North America,feb2024
Fieldfare,2,North America,feb2024
Hawaii Amakihi,4,North America,feb2024
Madagascar Nightjar,17,North America,feb2024
Tricolored Blackbird,9,North America,feb2024
Yellow Thornbill,1,North America,feb2024
Ovenbird,4,North America,feb2024
Common Buzzard,7,North America,feb2024
Blue Dacnis,1,North America,feb2024
Plain Chachalaca,52,North America,feb2024
Eastern Kingbird,59,North America,feb2024
Yellow-headed Parrot,1,North America,feb2024
Long-tailed Jaeger,1,North America,feb2024
Common Black Hawk,2,North America,feb2024
Snowy Plover,1,North America,feb2024
Oriente Warbler,1,North America,feb2024
Slender Meadow Katydid,19,North America,feb2024
Austral Pygmy-Owl,2,North America,feb2024
White-rumped Shama,14,North America,feb2024
Chinese Hwamei,1,North America,feb2024
Akohekohe,1,North America,feb2024
Common Potoo,1,North America,feb2024
Green Frog,3,North America,feb2024
Yellow-faced Grassquit,1,North America,feb2024
Ryukyu Robin,2,North America,feb2024
Tolima Dove,21,North America,feb2024
Yucatan Jay,16,North America,feb2024
Olive-backed Euphonia,5,North America,feb2024
Dot-winged Antwren,23,North America,feb2024
Gray-headed Dove,1,North America,feb2024
Common Snipe,2,North America,feb2024
Williamson's Sapsucker,3,North America,feb2024
Atlantic Puffin,1,North America,feb2024
Anhinga,5,North America,feb2024
European Turtle-Dove,1,North America,feb2024
Brown Pelican,1,North America,feb2024
Lucy's Warbler,4,North America,feb2024
Common Redstart,1,North America,feb2024
Hawaii Creeper,3,North America,feb2024
Bell's Vireo,3,North America,feb2024
Clark's Grebe,3,North America,feb2024
Olive-striped Flycatcher,15,North America,feb2024
Australian Reed Warbler,1,North America,feb2024
Rufous Motmot,41,North America,feb2024
Veery,3,North America,feb2024
Chestnut-backed Antbird,9,North America,feb2024
Fulvous Whistling-Duck,1,North America,feb2024
Little Blue Heron,5,North America,feb2024
Gray-breasted Martin,5,North America,feb2024
Olive-sided Flycatcher,3,North America,feb2024
Green-rumped Parrotlet,1,North America,feb2024
Whooping Motmot,9,North America,feb2024
Red-whiskered Bulbul,3,North America,feb2024
Olive-backed Oriole,1,North America,feb2024
Eastern Yellow Robin,1,North America,feb2024
Wood Thrush,3,North America,feb2024
Chimango Caracara,1,North America,feb2024
Hooded Warbler,61,North America,feb2024
White-crowned Parrot,6,North America,feb2024
Akiapolaau,2,North America,feb2024
Greenish Elaenia,1,North America,feb2024
Mottled Owl,51,North America,feb2024
Northern Potoo,1,North America,feb2024
Upland Sandpiper,8,North America,feb2024
White-whiskered Puffbird,1,North America,feb2024
White-bellied Emerald,2,North America,feb2024
Olive-throated Parakeet,2,North America,feb2024
Yellow-winged Tanager,3,North America,feb2024
Greater Painted-Snipe,2,North America,feb2024
Magnolia Warbler,33,North America,feb2024
Resplendent Quetzal,2,North America,feb2024
Black-capped Pygmy-Tyrant,30,North America,feb2024
Sooty-headed Tyrannulet,5,North America,feb2024
Mangrove Vireo,2,North America,feb2024
Prothonotary Warbler,3,North America,feb2024
Great Tinamou,5,North America,feb2024
Fork-tailed Bush Katydid,9,North America,feb2024
Eurasian Blackcap,3,North America,feb2024
Wood Lark,6,North America,feb2024
Scissor-tailed Flycatcher,6,North America,feb2024
Black Oystercatcher,43,North America,feb2024
Hawaiian Goose,1,North America,feb2024
Western Capercaillie,4,North America,feb2024
Double-striped Thick-knee,1,North America,feb2024
White-necked Puffbird,12,North America,feb2024
Wrenthrush,3,North America,feb2024
Alder Flycatcher,1,North America,feb2024
Sarus Crane,14,North America,feb2024
Spotted Owl,7,North America,feb2024
Yellow-eyed Junco,1,North America,feb2024
Curl-crested Jay,1,North America,feb2024
Willow Tit,1,North America,feb2024
Black Turnstone,1,North America,feb2024
LeConte's Sparrow,1,North America,feb2024
Short-tailed Nighthawk,1,North America,feb2024
Common Bronzewing,1,North America,feb2024
Reed Bunting,5,North America,feb2024
Eurasian Oystercatcher,4,North America,feb2024
Cetti's Warbler,7,North America,feb2024
Yellow-billed Magpie,1,North America,feb2024
Brimley's Chorus Frog,1,North America,feb2024
Southern Lapwing,1,North America,feb2024
Eurasian Pygmy-Owl,3,North America,feb2024
Marsh Tit,2,North America,feb2024
Blue-and-white Swallow,115,North America,feb2024
Saffron Finch,285,North America,feb2024
Rufous-collared Sparrow,59,North America,feb2024
Scrub Tanager,16,North America,feb2024
European Golden-Plover,2,North America,feb2024
Black Redstart,3,North America,feb2024
Eurasian Thick-knee,2,North America,feb2024
Mistle Thrush,2,North America,feb2024
Collared Flycatcher,1,North America,feb2024
White-tailed Trogon,17,North America,feb2024
Yellowhammer,2,North America,feb2024
Yellow-headed Caracara,6,North America,feb2024
Lesser Greenlet,43,North America,feb2024
Snowy Owl,3,North America,feb2024
Black-headed Parrot,1,North America,feb2024
Yellow Tyrannulet,2,North America,feb2024
Spotless Starling,1,North America,feb2024
White-collared Swift,1,North America,feb2024
Gray Vireo,1,North America,feb2024
Barred Antshrike,6,North America,feb2024
Elf Owl,1,North America,feb2024
Swainson's Hawk,2,North America,feb2024
Northern Beardless-Tyrannulet,1,North America,feb2024
Collared Trogon,6,North America,feb2024
Double-toothed Kite,1,North America,feb2024
Harris's Hawk,1,North America,feb2024
Northern Barred-Woodcreeper,1,North America,feb2024
Crested Owl,14,North America,feb2024
Ring Ouzel,1,North America,feb2024
Alpine Swift,1,North America,feb2024
White-throated Tit,6,North America,feb2024
Mexican Black Howler Monkey,4,North America,feb2024
Swallow Tanager,2,North America,feb2024
Painted Redstart,3,North America,feb2024
White-lined Tanager,1,North America,feb2024
Royal Flycatcher,1,North America,feb2024
Russet-backed Oropendola,2,North America,feb2024
La Sagra's Flycatcher,1,North America,feb2024
Green Treefrog,1,North America,feb2024
Eurasian Bullfinch,1,North America,feb2024
Stripe-headed Sparrow,1,North America,feb2024
Blackpoll Warbler,3,North America,feb2024
Bullock's Oriole,1,North America,feb2024
Little Owl,1,North America,feb2024
Stock Dove,2,North America,feb2024
Lark Bunting,3,North America,feb2024
Red-breasted Merganser,3,North America,feb2024
Nelson's Sparrow,5,North America,feb2024
Purple-throated Fruitcrow,1,North America,feb2024
Red-masked Parakeet,7,North America,feb2024
Yellow-legged Gull,1,North America,feb2024
Graylag Goose,1,North America,feb2024
White-flanked Antwren,3,North America,feb2024
Kentucky Warbler,1,North America,feb2024
Brown-chested Martin,1,North America,feb2024
Song Wren,17,North America,feb2024
Rufous Treepie,8,North America,feb2024
Black Drongo,4,North America,feb2024
Indian Gray Hornbill,14,North America,feb2024
Oriental Magpie-Robin,1,North America,feb2024
Hume's Warbler,8,North America,feb2024
Brown-headed Barbet,3,North America,feb2024
Indian White-eye,5,North America,feb2024
Jungle Babbler,1,North America,feb2024
Black-chinned Sparrow,1,North America,feb2024
Freckled Nightjar,1,North America,feb2024
Black Guillemot,1,North America,feb2024
Pied Crow,1,North America,feb2024
Western Whipbird,1,North America,feb2024
Spotted Flycatcher,1,North America,feb2024
Lesser Scaup,1,North America,feb2024
Gray-capped Flycatcher,1,North America,feb2024
Watercock,1,North America,feb2024
Little Crake,1,North America,feb2024
Great Lizard-Cuckoo,1,North America,feb2024
American Golden-Plover,1,North America,feb2024
Eurasian Eagle-Owl,1,North America,feb2024
Cocoa Woodcreeper,53,North America,feb2024
Blue-chested Hummingbird,6,North America,feb2024
Eye-ringed Flatbill,14,North America,feb2024
White-ringed Flycatcher,1,North America,feb2024
Slaty Spinetail,1,North America,feb2024
Red-throated Ant-Tanager,4,North America,feb2024
Long-billed Hermit,13,North America,feb2024
Ruddy-breasted Seedeater,3,North America,feb2024
Variable Seedeater,1,North America,feb2024
Slaty-tailed Trogon,6,North America,feb2024
Yellow-throated Toucan,319,North America,feb2024
Bicolored Antpitta,1,North America,feb2024
Black-throated Wren,16,North America,feb2024
Nightingale Wren,7,North America,feb2024
Bare-crowned Antbird,9,North America,feb2024
Stripe-throated Hermit,168,North America,feb2024
Central American Pygmy-Owl,2,North America,feb2024
Black-headed Nightingale-Thrush,1,North America,feb2024
Tufted Flycatcher,8,North America,feb2024
Slate-throated Redstart,3,North America,feb2024
Orange-billed Nightingale-Thrush,1,North America,feb2024
Three-wattled Bellbird,2,North America,feb2024
Gray Treefrog,1,North America,feb2024
Ruddy Pigeon,3,North America,feb2024
Dusky Nightjar,1,North America,feb2024
Gray-breasted Wood-Wren,10,North America,feb2024
Plain Antvireo,1,North America,feb2024
Streak-chested Antpitta,5,North America,feb2024
Blue-throated Goldentail,5,North America,feb2024
Scarlet-rumped Cacique,1,North America,feb2024
Long-tailed Manakin,1,North America,feb2024
Riverside Wren,1,North America,feb2024
Band-tailed Barbthroat,1,North America,feb2024
Rufous Piha,1,North America,feb2024
Tawny-crowned Greenlet,2,North America,feb2024
Bicolored Antbird,1,North America,feb2024
White-shouldered Tanager,3,North America,feb2024
Orange-collared Manakin,9,North America,feb2024
Flame-colored Tanager,3,North America,feb2024
Common Chlorospingus,3,North America,feb2024
Chestnut-capped Brushfinch,12,North America,feb2024
Orange-winged Parrot,2,North America,feb2024
Spillmann's Tapaculo,2,North America,feb2024
Band-winged Nightjar,56,North America,feb2024
Red Phalarope,1,North America,feb2024
Rufous-breasted Antthrush,1,North America,feb2024
Black-hooded Antshrike,1,North America,feb2024
Eared Dove,4,North America,feb2024
Glaucous Gull,1,North America,feb2024
Violet Sabrewing,1,North America,feb2024
Plumbeous Pigeon,10,North America,feb2024
Red-and-green Macaw,2,North America,feb2024
Blue-and-yellow Macaw,1,North America,feb2024
Pied Puffbird,47,North America,feb2024
Red-billed Scythebill,1,North America,feb2024
Ocellated Antbird,6,North America,feb2024
Checker-throated Stipplethroat,2,North America,feb2024
Tawny-faced Gnatwren,3,North America,feb2024
Stripe-throated Wren,11,North America,feb2024
Brownish Twistwing,21,North America,feb2024
Black-crowned Antshrike,6,North America,feb2024
Black-tailed Trogon,3,North America,feb2024
Black-throated Trogon,8,North America,feb2024
Tody Motmot,8,North America,feb2024
Magdalena Antbird,14,North America,feb2024
Carmiol's Tanager,3,North America,feb2024
Esmeraldas Antbird,1,North America,feb2024
Scaly-breasted Wren,21,North America,feb2024
Lemon-spectacled Tanager,7,North America,feb2024
Golden-headed Manakin,8,North America,feb2024
Ruddy-tailed Flycatcher,2,North America,feb2024
Striolated Manakin,5,North America,feb2024
Blue-crowned Manakin,10,North America,feb2024
Cinnamon Woodpecker,1,North America,feb2024
Russet-winged Schiffornis,9,North America,feb2024
Channel-billed Toucan,2,North America,feb2024
Northern Schiffornis,14,North America,feb2024
Southern Bentbill,3,North America,feb2024
Barred Puffbird,23,North America,feb2024
Moustached Antwren,8,North America,feb2024
Black-headed Tody-Flycatcher,51,North America,feb2024
Yellow-crowned Tyrannulet,2,North America,feb2024
Sungrebe,2,North America,feb2024
Blackburnian Warbler,1,North America,feb2024
White-vented Plumeleteer,9,North America,feb2024
House Finch,1663750,North America,mar2024
Mourning Dove,427165,North America,mar2024
House Sparrow,1006323,North America,mar2024
Engine,394560,North America,mar2024
Oak Titmouse,87567,North America,mar2024
Northern Cardinal,1265336,North America,mar2024
Canada Goose,272460,North America,mar2024
Northern Pintail,6243,North America,mar2024
Carolina Chickadee,447949,North America,mar2024
Lesser Goldfinch,188794,North America,mar2024
Rusty Blackbird,12694,North America,mar2024
Redhead,952,North America,mar2024
Boreal Chickadee,2095,North America,mar2024
Black-capped Chickadee,551355,North America,mar2024
Sandhill Crane,256470,North America,mar2024
Chestnut-backed Chickadee,346603,North America,mar2024
Ring-billed Gull,37001,North America,mar2024
Woodhouse's Scrub-Jay,1175,North America,mar2024
Hooded Warbler,258,North America,mar2024
White-winged Crossbill,4651,North America,mar2024
Dark-eyed Junco,417177,North America,mar2024
Northern Flicker,148883,North America,mar2024
Pygmy Nuthatch,176870,North America,mar2024
American Robin,861577,North America,mar2024
Broad-winged Hawk,2592,North America,mar2024
American Goldfinch,573384,North America,mar2024
Gambel's Quail,36476,North America,mar2024
Purple Martin,60996,North America,mar2024
Barred Owl,15970,North America,mar2024
Black Phoebe,56387,North America,mar2024
American Crow,422103,North America,mar2024
Green-winged Teal,37564,North America,mar2024
Pine Siskin,622328,North America,mar2024
American Pipit,922,North America,mar2024
Red-breasted Nuthatch,94109,North America,mar2024
Mallard,85851,North America,mar2024
Black-billed Magpie,101563,North America,mar2024
American Tree Sparrow,63151,North America,mar2024
Bald Eagle,14334,North America,mar2024
Anna's Hummingbird,110645,North America,mar2024
Common Redpoll,150551,North America,mar2024
Golden-crowned Sparrow,22221,North America,mar2024
Northern Mockingbird,29801,North America,mar2024
Eurasian Collared-Dove,182304,North America,mar2024
Eurasian Tree Sparrow,3913,North America,mar2024
Snow Goose,9651,North America,mar2024
Eastern Bluebird,311357,North America,mar2024
Nuttall's Woodpecker,10877,North America,mar2024
Red-winged Blackbird,131178,North America,mar2024
Cedar Waxwing,180345,North America,mar2024
Bushtit,101527,North America,mar2024
Mountain Chickadee,22282,North America,mar2024
Orange-crowned Warbler,11010,North America,mar2024
Common Raven,57187,North America,mar2024
Greater White-fronted Goose,5109,North America,mar2024
Dog,8824,North America,mar2024
Golden-crowned Kinglet,226248,North America,mar2024
